X,id,PEDON_ID,Year,Location_U,Soil_Serie,Soil_Ser_1,Location,Lab_ID,Great_Grou,Order,Subgroup,Latitude,Longitude,Phase,Master_Hor,Suffix,Lower_Dept,Upper_Dept,Horizon_Mo,Horizon_Li,Calcium,Potassium,Magnesium,Sodium,CEC,Water_Solu,EC,Inorganic_,Organic_Ca,Water_So_1,Water_So_2,Water_So_3,Water_So_4,Water_So_5,Water_So_6,Total_Nitr,Exchangeab,Water_So_7,Extractabl,Extracta_1,clay_0_2,silt,clay_0_02,coase_sand,fine_sand,medium_san,total_sand,vc_sand,vf_sand,water_rtn_,water_rt_1,water_rt_2,b1,b2,b3,b4,b5,b6,b7,ari,ari_noBareSoil,CRSI,CRSI_noBareSoil,NDVI_July_Aug,NDVI_July_Aug_noBareSoil,NDVI_Sept_Oct,NDVI_Sept_Oct_noBareSoil,NDVI_SD,SAVI_Jul_Aug,SAVI_Jul_Aug_noBareSoil,SAVI_Sept_Oct,SAVI_Sept_Oct_noBareSoil,dem_3x3_sd3x3,dem_3x3_sd5x5,dem_3x3_sd9x9,dem_3x3_sd21x21,dem_9x9_sd21x21,dem_9x9_sd101x101,dem_3x3_tri,dem_5x5_tri,dem_9x9_tri,dem_9x9_tri_20,precip,temperature,MidSlope_Pos_100m,Norm_Height_100m,Slope_Height_100m,Stand_Height_100m,SWI_100m,Valley_Depth_100m
148,7347_1,7347,1960,600,BRV,Bradwell,NW2130 09 W3,60-0721,Dark Brown,Chernozem,Solodic,51.58750749,-107.2163855,NA,A,p,18,0,NA,NA,15,2.3,4.9,0.1,24.5,2.4,1.6,NA,3.07,6.3,NA,NA,5.4,3.8,NA,0.29,2.2,NA,NA,NA,23,46,13,NA,6,NA,31,NA,23,NA,NA,NA,755.539978,1051.6875,1250.357178,1960.833374,3126,3016.741455,2775.40918,1.104191065,1.896045923,0.77753669,0.825427711,0.337016404,-3.40E+38,0.18444249,-3.40E+38,0.17043408,0.505445162,0.853340942,0.276513058,0.535840231,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,454.3900705,288.6733704,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
149,7348_1,7348,1960,1200,HYC,Hanley,SW0530 09 W3,60-0794,Solodized Solonetz,Solonetz,Dark Brown,51.54049088,-107.2341108,NA,A,p,10,0,NA,NA,15.4,1.2,5.9,0.1,24.4,1.2,1.2,NA,3,7.5,NA,NA,2.7,2.6,NA,0.26,1.8,NA,NA,NA,23,37,14,NA,9,NA,40,NA,29,NA,NA,NA,763.7697754,1059.708252,1259.214233,2057.285645,3224.388916,3016.371094,2815.83252,1.229949713,1.663350582,0.788176894,0.813086748,0.397432119,0.510417044,0.217444792,0.377038866,0.15465021,0.595452975,0.798770665,0.325777847,0.560947767,0.058565989,0.27374351,0.48677206,0.664187729,0.456925184,4.283738136,0.414496094,0.34188959,0.104729518,0.360385209,453.9325893,288.6878662,0.0165076,0.417858124,2.286501408,519.1893311,8.138435364,2.203098536
150,7349_1,7349,1960,600,AQE,Asquith,SW3429 10 W3,60-0822,Dark Brown,Chernozem,Eluviated,51.52020482,-107.3336192,NA,A,p,23,0,NA,NA,11.7,1.2,2.6,0.2,19.6,1.6,1.1,NA,2.25,5.3,NA,NA,2.3,4,NA,0.17,3.9,NA,NA,NA,20,21,13,NA,36,NA,59,NA,17,NA,NA,NA,828.3875122,1173.625,1439,2149.333252,3379.75,3013.071533,2978.333496,1.017321229,1.598548412,0.768826723,0.813259482,0.345303327,0.510396123,0.180155665,0.376640409,0.164052315,0.518300787,0.79927962,0.270445861,0.543631499,0.379708081,0.629959822,1.033965588,1.595581293,1.430000067,4.740228653,0.910556018,0.798450291,0.721343875,1.210762501,452.5592215,288.6627808,0.159550726,0.579775333,1.752952695,541.1611328,7.673397064,1.121528387
151,7350_1,7350,1960,600,BRC,Bradwell,NW3627 08 W3,60-0902,Dark Brown,Chernozem,Calcareous,51.3544609,-107.0056966,NA,A,p,8,0,NA,NA,20.9,1.3,4.5,0.1,18.9,1,1,1.9,1.43,5.4,NA,NA,5.1,2.5,NA,0.16,NA,NA,NA,NA,17,27,11,NA,7,NA,56,NA,48,NA,NA,NA,874.9477539,1259.576904,1500.368774,2215.149902,3302.388916,3016.45459,2936,0.927113056,1.551205754,0.746495008,0.809016228,0.275268525,-3.40E+38,0.158664912,-3.40E+38,0.141173096,0.415637255,0.75964605,0.23824155,0.530098846,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,457.1709839,288.8137817,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
152,7351_1,7351,1960,600,WRE,Weyburn,SE0429 09 W3,60-0959,Dark Brown,Chernozem,Eluviated,51.44931757,-107.2049283,NA,A,p,15,0,NA,NA,17.1,1.9,4.5,0.2,22.8,1.1,0.7,NA,3.51,3.5,NA,NA,1.6,2.7,NA,0.28,NA,NA,NA,NA,22,34,16,NA,8,NA,44,NA,26,NA,NA,NA,851.21875,1195.9375,1436.5,2183.833252,3272.636475,3002.145264,2881.039795,0.909004509,1.589910626,0.750655055,0.811742067,0.258520812,0.528671265,0.164730027,0.339643031,0.138532259,0.388434529,0.757220795,0.247332636,0.52561598,0.684106827,1.053663969,1.58394599,2.877364159,2.549708843,21.76306152,1.507386088,1.224823713,0.749738991,1.865758777,454.1579137,288.7311707,0.478577912,0.739288926,4.81187439,585.4432373,7.701443195,1.227671981
153,7352_1,7352,1960,600,SUV,Sutherland,SE2930 11 W3,60-0765,Dark Brown,Chernozem,Solodic,51.59490396,-107.5097253,NA,A,p,13,0,NA,NA,16.6,0.4,5.5,0.1,24.5,NA,0.4,NA,3.2,3.1,NA,NA,1.2,1.7,NA,0.34,1.9,NA,NA,NA,29,40,19,NA,5,NA,31,NA,23,NA,NA,NA,783.0267944,1100.5625,1319.849976,1862.9375,2793.25,2984.43335,2411.75,0.98787874,1.271243811,0.760188162,0.785930872,0.363967717,-3.40E+38,0.214991152,-3.40E+38,0.13212924,0.544866843,0.673962065,0.322450939,0.563208585,#NAME?,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,450.3941456,288.5716553,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
154,7353_1,7353,1960,600,STE,Scott,NE3130 11 W3,60-0771,Dark Brown,Chernozem,Eluviated,51.61644654,-107.533125,NA,A,p,10,0,NA,NA,13.7,2.2,3.2,0.3,21.7,1,0.7,NA,1.92,3.1,NA,NA,1.6,1.5,NA,0.25,2.3,NA,NA,NA,24,40,15,NA,8,NA,36,NA,26,NA,NA,NA,848.6428833,1172.714233,1428.333374,2121.899902,3315.388916,3008.671387,2899.90918,1.01196456,1.882393003,0.76295805,0.821116209,0.325154901,0.554180384,0.164430663,0.349711239,0.176621544,0.488784372,0.853998023,0.246799794,0.547181928,0.456313163,0.606620014,0.986275196,2.064723492,1.791283488,6.039281368,0.847218752,0.823132336,0.786630869,1.47457397,450.1765051,288.552887,0.156022251,0.578011155,1.619580507,526.6484375,7.384370804,1.145653248
155,7356_1,7356,1962,600,AND,Allan,SW0232 01 W3,62-2181,Dark Brown,Chernozem,Rego,51.71099274,-106.0454321,NA,A,pk,15,0,NA,NA,59.1,1.6,8.7,0.2,47.2,0.2,0.7,4,2.74,4.9,NA,NA,2.4,0.4,NA,0.27,NA,NA,NA,NA,74,17,34,NA,2,NA,9,NA,3,NA,NA,NA,788,1091.333374,1258.833374,1758.859131,2442,3017.494141,2058.5,1.274142861,2.020174265,0.787090182,0.821455121,0.425397128,0.608519256,0.167127833,0.358221442,0.183243036,0.639037473,0.892082893,0.251527775,0.553354219,0.464277297,0.639025629,1.237789989,2.526344538,2.069687366,11.85463715,1.088159084,1.003727436,0.944817781,1.511512518,476.9747824,288.7095947,0.081831083,0.53717947,2.668135405,568.1958618,6.987431526,1.620883226
156,7357_1,7357,1962,600,ANC,Allan,SW0232 01 W3,62-2185,Dark Brown,Chernozem,Calcareous,51.71099274,-106.0454321,NA,A,p,8,0,NA,NA,65.7,6.2,11.2,0.3,42.2,0.2,0.5,9.3,2.33,3.5,NA,NA,1.5,0.7,NA,0.15,NA,NA,NA,NA,80,14,47,NA,2,NA,6,NA,1,NA,NA,NA,788,1091.333374,1258.833374,1758.859131,2442,3017.494141,2058.5,1.274142861,2.020174265,0.787090182,0.821455121,0.425397128,0.608519256,0.167127833,0.358221442,0.183243036,0.639037473,0.892082893,0.251527775,0.553354219,0.464277297,0.639025629,1.237789989,2.526344538,2.069687366,11.85463715,1.088159084,1.003727436,0.944817781,1.511512518,476.9747824,288.7095947,0.081831083,0.53717947,2.668135405,568.1958618,6.987431526,1.620883226
157,7358_1,7358,1962,600,WYA,Wyandotte,NW0932 01 W3,62-2189,Dark Brown,Chernozem,Orthic,51.73247528,-106.0925745,NA,A,p,10,0,NA,NA,31.1,7.1,6.4,0.2,37,0.8,1.9,NA,3.82,13.3,NA,NA,6.3,0.6,NA,0.36,NA,NA,NA,NA,43,31,28,NA,9,NA,26,NA,7,NA,NA,NA,747.6818237,1028.121582,1224.025024,1847.4375,2711.444824,2999.477539,2374.928467,1.467022181,2.148918867,0.803776979,0.833268583,0.484877586,-3.40E+38,0.193820119,-3.40E+38,0.18271995,0.726337158,0.912127068,0.289925759,0.542567231,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,476.1128163,288.7179565,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
158,7359_1,7359,1962,600,WYE,Wyandotte,NW0932 01 W3,62-2192,Dark Brown,Chernozem,Eluviated,51.73247528,-106.0925745,NA,A,p,10,0,NA,NA,30.4,7.6,6.3,0.2,36.1,0.8,1,NA,4.26,8,NA,NA,3,0.4,NA,0.39,NA,NA,NA,NA,39,31,24,NA,8,NA,30,NA,8,NA,NA,NA,747.6818237,1028.121582,1224.025024,1847.4375,2711.444824,2999.477539,2374.928467,1.467022181,2.148918867,0.803776979,0.833268583,0.484877586,-3.40E+38,0.193820119,-3.40E+38,0.18271995,0.726337158,0.912127068,0.289925759,0.542567231,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,476.1128163,288.7179565,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
159,7360_1,7360,1961,1200,BRA,Bradwell,SW1033 04 W3,61-1631,Dark Brown,Chernozem,Orthic,51.8159777,-106.484116,NA,A,p,13,0,NA,NA,16.6,1.8,3.6,0.3,21.2,1.4,0.9,NA,2.45,3.9,NA,NA,1.9,0.6,NA,0.24,NA,NA,NA,NA,18,28,9,NA,17,NA,54,NA,35,NA,NA,NA,701.6500244,1002.587891,1202.855713,1894.710571,3161.821289,3016.423096,2757.475098,1.627705097,2.117712498,0.812001944,0.836449265,0.495170534,0.623327613,0.198560372,0.381486893,0.190245274,0.74252396,0.905972756,0.296962625,0.580106795,0.678088665,1.034869909,1.848792553,4.388734818,4.303632736,12.80198097,1.537372112,1.462613702,1.473255157,2.934985638,468.1608368,288.7689209,0.226664633,0.384960204,1.383109331,473.2358704,8.283802032,2.172454357
160,7361_1,7361,1960,600,WGC,Wingello,NE3132 08 W3,60-1027,Solodized Solonetz,Solonetz,Dark Brown,51.79067979,-107.120166,NA,A,p,10,0,NA,NA,19.5,1,4.1,0.2,20.2,1.2,1.1,NA,2.62,5.4,NA,NA,3,3,NA,0.26,NA,NA,NA,NA,18,27,10,NA,22,NA,55,NA,29,NA,NA,NA,745.25,1031.625,1234.778564,1927.680176,3128.039795,2998.508301,2790.928711,1.329224825,1.989383698,0.791408181,0.823892355,0.414276838,0.581964314,0.176941514,0.344617933,0.178111458,0.622186164,0.885418133,0.265659937,0.553826269,0.148670852,0.388528734,0.433281094,0.862343311,0.535391927,2.430122137,0.456198901,0.278393388,0.203743502,0.369883657,457.6329327,288.6029053,0.143147737,0.427628577,1.396099448,475.9075928,8.144527435,1.868648291
161,7362_1,7362,1960,600,AQC,Asquith,SW3132 08 W3,60-1058,Dark Brown,Chernozem,Calcareous,51.78347279,-107.1320023,NA,A,p,15,0,NA,NA,18.1,0.6,3.9,0.1,19,0.3,0.4,0.5,1.66,4.1,NA,NA,1.6,2,NA,0.11,NA,NA,NA,NA,17,19,10,NA,20,NA,64,NA,43,NA,NA,NA,764,1058.5625,1252.083374,1929.333374,3149.353271,2984.014404,2775.681885,1.399803638,2.005244017,0.796486735,0.825454831,0.449881434,-3.40E+38,0.188591957,-3.40E+38,0.176412771,0.674706108,0.885438944,0.28413664,0.560787041,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,457.3822012,288.6020203,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
162,7363_1,7363,1960,600,WGB,Wingello gleyed,SE1633 08 W3,60-1092,Solonetz,Solonetz,Dark Brown,51.82709789,-107.0729829,NA,A,p,15,0,NA,NA,16.2,1.4,5.4,0.1,19.1,2.3,1.3,0.4,2.52,5.1,NA,NA,4.7,6.1,NA,0.23,NA,NA,NA,NA,25,16,12,NA,15,NA,59,NA,42,NA,NA,NA,760.8428955,1051.585205,1251.732178,1984.650879,3312.386475,2999.360352,2869.477051,1.402598619,1.884341121,0.798413396,0.821665168,0.460984647,-3.40E+38,0.199682802,-3.40E+38,0.169426788,0.691677113,0.845590361,0.299786996,0.594223846,#NAME?,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,458.7925527,288.6017761,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
163,7364_1,7364,1960,600,BRV,Bradwell,SE2633 08 W3,60-1126,Dark Brown,Chernozem,Solodic,51.85627804,-107.0257071,NA,A,p,15,0,NA,NA,14.9,1.2,5.3,0.1,18.1,0.9,0.6,NA,2.37,2.3,NA,NA,1.9,2.4,NA,0.19,NA,NA,NA,NA,18,27,12,NA,26,NA,55,NA,15,NA,NA,NA,710.0499878,963.4459229,1147.620239,1766.549316,3093.333252,2999.520752,2758.233398,1.426025867,2.078139782,0.802169442,0.828365266,0.468192518,0.593401432,0.190080762,0.37115103,0.181481283,0.70147309,0.903252385,0.285200558,0.573277585,0.166294724,0.239469618,0.371754318,0.526653171,0.456886053,1.76802516,0.364609569,0.223706961,0.181352675,0.372503966,459.908668,288.6052551,0.021609224,0.489195377,1.901852131,479.984375,9.601730347,1.985862613
164,7365_1,7365,1960,600,BRE,Bradwell,SE1333 08 W3,60-1142,Dark Brown,Chernozem,Eluviated,51.827165,-107.0020691,NA,A,p,18,0,NA,NA,18.8,1.1,4.5,0.1,23.6,1.3,0.9,NA,3.18,4.7,NA,NA,1.8,2.8,NA,0.27,NA,NA,NA,NA,19,29,11,NA,7,NA,52,NA,45,NA,NA,NA,625.375,833.375,958.25,1579.625,2658,2935.25,2361.125,1.143752456,1.363832831,0.774908066,0.792244852,0.428814739,-3.40E+38,0.279917777,-3.40E+38,0.126276716,0.642509168,0.727308589,0.419223825,0.602201192,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,#NAME?,-3.40E+38,459.7448515,288.6322937,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
165,7366_1,7366,1960,600,HYA,Hanley,NW2133 09 W3,60-1159,Solonetz,Solonetz,Dark Brown,51.84572748,-107.2214619,NA,A,p,18,0,NA,NA,14.3,1.5,7.4,0.4,22.7,1.8,1.5,NA,2.66,4.2,NA,NA,4.6,7.6,NA,0.23,NA,NA,NA,NA,27,37,13,NA,6,NA,36,NA,30,NA,NA,NA,758.9787598,1059.201904,1251.8125,1944.349976,3161.40625,3001.185303,2825.181885,1.247345328,1.694326878,0.786498904,0.816607356,0.432829291,0.521853507,0.199841723,0.345495313,0.158010593,0.650533259,0.804608506,0.299649045,0.544776422,0.015205468,0.365315765,0.749601364,1.60990715,1.330896735,2.77531743,0.77923876,0.70712471,0.414337605,1.117383122,457.15097,288.5245361,0.023026913,0.321810186,1.12272656,463.6065369,7.43859148,1.705770493
166,7367_1,7367,1960,600,EWV,Elstow,NE2833 08 W3,60-1163,Dark Brown,Chernozem,Solodic,51.863519,-107.0729595,NA,A,p,18,0,NA,NA,12.8,1.2,5.1,0.1,19.2,1.4,1.3,0.6,2.4,4.7,NA,NA,3.7,4,NA,0.2,NA,NA,NA,NA,20,42,10,NA,10,NA,38,NA,26,NA,NA,NA,756.4347534,1043.5,1259.96875,1957.5625,3282.15625,3000.326172,2932.863525,1.347706914,2.075106382,0.796994269,0.828964949,0.434884012,-3.40E+38,0.188550606,-3.40E+38,0.182159121,0.654076843,0.905141339,0.282602351,0.568095863,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,459.3920188,288.579834,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
167,7368_1,7368,1986,300,RAAH,Regina,12BNW2432 18 W3,86-0360,Vertisol,Vertisol,Orthic,51.75957192,-108.4344196,Carbonated,A,pk,11,0,NA,NA,37.8,1.9,8.5,0.1,37.8,0.3,0.5,0.6,1.94,4.6,1,5.2,2.1,0.8,0.4,0.199,NA,NA,NA,NA,56.5,33.7,7,0.5,4.5,1.2,9.8,0.1,3.4,40.1,28.4,5.2,NA,NA,NA,NA,NA,NA,NA,0.929751575,1.991801262,0.746904135,0.824075043,0.251003236,0.636685669,0.148925126,0.33323437,0.171343869,0.376795972,0.88424419,0.223172877,0.534329376,0.35305649,0.449596316,0.691039741,1.484792233,1.415583849,5.708809853,0.637456179,0.54224658,0.500961363,0.980136395,438.0474205,288.2029419,0.556247294,0.778123617,4.908722878,593.4638672,8.785709381,1.365210056
168,7370_1,7370,1986,300,ADA,Ardill,09DNE0631 19 W3,86-0113,Brown,Chernozem,Orthic,51.62861634,-108.6769834,NA,A,p,11,0,NA,NA,8.3,1.2,4.2,0.1,20.5,0.4,0.4,NA,2.02,1.8,0.3,NA,1.8,1,1.3,0.214,NA,NA,NA,NA,27.7,38.2,17.7,6.3,12.5,4.3,34.1,1.4,9.5,23.9,12.8,2,893.6202393,1236.375,1499.269287,2183.515625,3206.571533,3000.476563,2727.437012,0.908908188,1.398350596,0.753384829,0.805176854,0.264726698,0.428900182,0.178401813,0.378177971,0.143466709,0.396364116,0.704671457,0.267619325,0.559797746,0.423083454,0.641179383,0.941139042,1.324922085,1.109419823,5.695786953,0.920103729,0.542852819,0.545858264,0.836993992,432.8156749,288.2268677,0.069380552,0.430867493,1.813109279,554.7904053,7.758507729,1.453499198
169,7371_1,7371,1986,300,KHE,Kettlehut,16ANE1731 21 W3,86-0082,Solod,Solonetz,Brown,51.66134277,-108.9368007,NA,A,p,10,0,NA,NA,13.3,1.8,5.5,0.1,26.7,0.3,0.5,NA,4.61,2.3,0.6,2.9,1.5,1.7,1.4,0.41,NA,NA,NA,NA,28.8,34.6,17.9,4.5,15.4,5.8,36.6,1.1,9.6,32.6,18.1,5.3,914.8708496,1258.785767,1514.524292,2121.470703,3063.850586,3016.154297,2618,0.832327366,1.555583477,0.736871541,0.814906001,0.241807356,-3.40E+38,0.153901637,-3.40E+38,0.153371625,0.36188025,0.79496574,0.23094043,0.591261145,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,431.7309639,288.2057495,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
170,7372_1,7372,1986,300,WWI,Willows,01BSE1731 21 W3,86-0001,Brown,Chernozem,Solonetzic,51.65048289,-108.9367746,NA,A,p,10,0,NA,NA,14,1.8,9.8,0.3,28.6,0.6,0.8,NA,2.94,2.3,1.6,NA,2.1,1.5,1.9,0.312,NA,NA,NA,NA,41.7,41,27.4,0.5,3.9,0.9,17.2,0,11.8,34.2,19.4,7.6,875.6764526,1191.0625,1432.529419,2023.142822,2889.300049,3016.085938,2472.333252,0.861124277,1.553335905,0.737796605,0.812011182,0.248044908,0.554651499,0.150789067,0.386436313,0.157485735,0.36954894,0.799181483,0.226106569,0.549501895,0.49654603,0.674491882,0.870888591,1.079444528,0.827512383,3.545133114,0.79301703,0.659811556,0.442696393,0.685570717,431.445718,288.2113647,0.034228723,0.470796227,1.377927065,616.6449585,8.179058075,1.497974634
171,7373_1,7373,1986,300,KNE,Kelstern,13CNW3431 21 W3,86-0019,Solod,Solonetz,Brown,51.7049535,-108.9070348,NA,A,p,15,0,NA,NA,8.5,2.8,7.6,0.3,26.5,1.8,0.9,NA,3.39,2.4,1.1,1.4,2.9,1.8,5.8,0.318,NA,NA,NA,NA,29.2,49.2,14.6,1.3,7.6,2.4,21.5,0.4,9.5,32.9,17.5,6.1,931.5,1291.639404,1554,2262.357178,3351.392578,2999.916016,2902.696289,0.977025986,1.576967955,0.755059958,0.813846529,0.276728988,-3.40E+38,0.165388241,-3.40E+38,0.152081408,0.415741074,0.760035663,0.247975396,0.519071308,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,433.0728124,288.1842651,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
172,7374_1,7374,1986,300,SUA,Sutherland,10ANE1233 19 W3,86-0063,Dark Brown,Chernozem,Orthic,51.81783566,-108.5645528,NA,A,p,21,0,NA,NA,20.1,2.1,8,0.2,31.8,0.4,0.7,NA,1.81,4.3,0.4,7.5,4.7,2.9,5,0.237,NA,NA,NA,NA,48.7,37.7,26.1,0.7,4.9,0.9,13.6,0,7,37.5,24.3,3.4,936.6521606,1336.083374,1573.833374,2067.058838,2864.272705,3014.531738,2414.791748,0.87926656,1.585472345,0.729504168,0.807778001,0.237533942,-3.40E+38,0.13755931,-3.40E+38,0.162463426,0.356927537,0.763060687,0.204986587,0.534474386,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,438.4079712,288.1608276,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
173,7375_1,7375,1986,300,EWA,Elstow,04BSW3133 19 W3,86-0067,Dark Brown,Chernozem,Orthic,51.86883007,-108.6944018,NA,A,p,9,0,NA,NA,16.6,1.7,5.6,0.2,23.8,0.6,0.8,NA,1.68,5.2,0.2,8.3,2.7,1.3,0.7,0.184,NA,NA,NA,NA,32.7,36.4,13.8,1.9,8.5,2.6,30.9,0.3,17.6,27.6,16.9,2.6,989.3214111,1394.96875,1655.576904,2383.451416,3459.950684,2966.660156,2990.851074,1.01738596,1.743916273,0.759871364,0.81646204,0.312942207,0.516904652,0.173213869,0.343045831,0.153643118,0.468836959,0.775258101,0.258932908,0.534078373,0.361572266,0.45587042,0.624940753,1.330659986,0.766551971,4.010659218,0.550638556,0.404363871,0.288740486,0.596275747,439.0669363,288.129303,0.066242203,0.442577869,1.522628188,533.5653687,7.255513191,1.066538811
174,7376_1,7376,1986,300,WWI,Willows,02ASW2731 24 W3,86-0008,Brown,Chernozem,Solonetzic,51.67969731,-109.3208282,NA,A,p,14,0,NA,NA,11,1.5,8.4,0.3,25.2,0.3,0.3,NA,2.2,0.7,0.5,NA,0.7,0.9,0.6,0.232,NA,NA,NA,NA,35.5,41.6,22.8,1.5,8.8,2.5,22.9,1,9.1,28.6,16.5,10.7,820.2215576,1140.3125,1371.25,1879.5,2717.371582,2967.328125,2279.986084,0.856014311,1.721538782,0.744606614,0.817606926,0.253754318,0.559311688,0.141564891,-3.40E+38,0.162578013,0.380234523,0.822469211,0.211942418,0.533056091,0.393675774,0.541552007,0.684039176,1.140234828,0.812035859,4.14858532,0.661302567,0.51049459,0.320450693,0.693594933,431.20535,288.2017212,0.06286402,0.531431973,1.716315746,637.4103394,7.503790855,1.251443982
175,7377_1,7377,1986,300,SCAHM,Sceptre,12BNW0931 24 W3,86-0014,Vertisol,Vertisol,Orthic,51.6431744,-109.3560896,Saline-Carbonated,A,p,15,0,NA,NA,38.9,1.5,12.6,0.4,52.2,0.1,0.6,NA,1.64,3.5,0.3,2.8,1.4,1.1,1.7,0.236,NA,NA,NA,NA,77.6,19.9,36.8,0.2,0.8,0.3,2.5,0.1,1,50.1,33.3,12.5,NA,NA,NA,NA,NA,NA,NA,0.901848674,1.443817973,0.734607875,0.795485616,0.295446903,-3.40E+38,0.141677603,-3.40E+38,0.154305022,0.443108543,0.751861068,0.212496832,0.552932463,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,430.074892,288.223175,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
176,7378_1,7378,1986,300,KNE,Kelstern,04BSW3632 24 W3,86-0039,Solod,Solonetz,Brown,51.7815122,-109.2851867,NA,A,p,10,0,NA,NA,8.8,1.4,5.9,0.1,25,1,1.4,NA,2.48,5.9,0.6,1.1,4.5,2.1,2.4,0.25,NA,NA,NA,NA,29.2,47.8,17,1.1,7.5,1.8,23,1,11.4,32,15,4.2,847.5166626,1189.372559,1467.055542,2104.111084,3131.118652,2984.948242,2695.818115,0.918084741,1.661168814,0.751298845,0.819492459,0.269419849,-3.40E+38,0.162418187,-3.40E+38,0.148344903,0.404329632,0.762759371,0.243142449,0.523304687,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,434.6397144,288.1448059,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38,-3.40E+38
177,7379_1,7379,1986,300,KNC,Kelstern,12CNW1432 24 W3,86-0026,Solidized Solonetz,Solonetz,Brown,51.74516234,-109.3088196,NA,A,p,12,0,NA,NA,7.8,1.8,6.4,0.3,23.3,1,0.5,NA,3.21,1.3,1.2,2.1,1.5,2.1,1.9,0.313,NA,NA,NA,NA,24.3,55.1,12.7,1.7,7,2.6,20.6,0.7,8.6,31.8,15.3,4.3,867.861084,1242.035645,1516.90625,2262.650391,3332.03125,2984.860352,2873.699219,0.932994783,1.578762531,0.750486851,0.814106822,0.265976787,0.461270571,0.179709569,0.378573477,0.141069381,0.398645908,0.72825987,0.268684887,0.553889813,0.099692345,0.222058371,0.586468518,1.588490844,1.47001195,11.78370476,0.548629463,0.563381791,0.577644706,1.040742874,433.3811083,288.1642456,0.211908475,0.60595423,2.152193308,650.5721436,7.52256918,1.155811191
